0126,HENDERSON STATE UNIVERSITY,ARKADELPHIA,AR
0128,HENDRIX COLLEGE,CONWAY,AR
0161,JEFFERSON SCHOOL OF NURSING,PINE BLUFF,AR
0130,JOHN BROWN UNIVERSITY,SILOAM SPRINGS,AR
0112,LYON COLLEGE,BATESVILLE,AR
0129,MISSISSIPPI COUNTY COMMUNITY COLLEGE,BLYTHEVILLE,AR
0113,NORTH ARKANSAS COMMUNITY COLLEGE,HARRISON,AR
0017,NORTHWEST ARKANSAS COMMUNITY COLL,ROGERS,AR
0134,OUACHITA BAPTIST UNIVERSITY,ARKADELPHIA,AR
0187,PETIT JEAN TECHNICAL COLLEGE,MORRILTON,AR
0136,PHILANDER SMITH COLLEGE,LITTLE ROCK,AR
0125,PHILLIPS COUNTY COMMUNITY COLLEGE,HELENA,AR
0127,RICH MOUNTAIN COMMUNITY COLLEGE,MENA,AR
0138,SHORTER COLLEGE,NORTH LITTLE ROCK,AR
0139,SOUTH ARKANSAS COMMUNITY COLLEGE,EL DORADO,AR
0145,SOUTH CENTRAL CAREER COLLEGE,LITTLE ROCK,AR
0190,SOUTHEAST ARKANSAS TECHNICAL COLLEGE,PINE BLUFF,AR
0142,SOUTHERN ARKANSAS UNIVERSITY,MAGNOLIA,AR
0149,SOUTHERN ARKANSAS UNIVERSITY-EL DORADO,EL DORADO,AR
0143,SOUTHERN ARKANSAS UNIVERSITY-TECH BRNCH,EAST CAMDEN,AR
0140,SOUTHERN BAPTIST COLLEGE,WALNUT RIDGE,AR
4718,ST VINCENT INFIRMARY SCH/RADIOLOGIC TECH,LITTLE ROCK,AR
0144,UNIVERSITY OF ARKANSAS,FAYETTEVILLE,AR
0110,UNIVERSITY OF ARKANSAS AT MONTICELLO,MONTICELLO,AR
0108,UNIVERSITY OF ARKANSAS AT PINE BLUFF,PINE BLUFF,AR
0132,UNIVERSITY OF ARKANSAS-LITTLE ROCK,LITTLE ROCK,AR
0118,UNIVERSITY OF CENTRAL ARKANSAS,CONWAY,AR
0120,UNIVERSITY OF THE OZARKS,CLARKSVILLE,AR
0122,WESTARK COMMUNITY COLLEGE,FORT SMITH,AR
0084,AMERICAN GRAD SCH OF INTERNATIONAL MGMT,GLENDALE,AZ
0180,ARIZONA CAREER COLLEGE,PHOENIX,AZ
0102,ARIZONA COLLEGE OF THE BIBLE,PHOENIX,AZ
0088,ARIZONA STATE UNIVERSITY,TEMPE,AZ
0099,ARIZONA WESTERN COLLEGE,YUMA,AZ
0085,CENTRAL ARIZONA COLLEGE,COOLIDGE,AZ
0068,CHANDLER-GILBERT COMMUNITY COLLEGE,CHANDLER,AZ
0089,COCHISE COLLEGE,DOUGLAS,AZ
0058,COCONINO COUNTY COMMUNITY COLLEGE,FLAGSTAFF,AZ
0146,"COLLEGE OF GANADO, THE",GANADO,AZ
0812,DEVRY INSTITUTE OF TECHNOLOGY2,PHOENIX,AZ
0090,EASTERN ARIZONA COLLEGE,THATCHER,AZ
0095,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,PRESCOTT,AZ
0151,ESTRELLA MOUNTAIN COMM COLLEGE,ESTRELLA MOUNTAIN,AZ
0100,GATEWAY COMMUNITY COLLEGE,PHOENIX,AZ
0091,GLENDALE COMMUNITY COLLEGE,GLENDALE,AZ
0092,GRAND CANYON COLLEGE,PHOENIX,AZ
0178,INTERNATIONAL BAPTIST COLLEGE,TEMPE,AZ
0093,MESA COMMUNITY COLLEGE,MESA,AZ
0148,MOHAVE COMMUNITY COLLEGE,KINGMAN,AZ
0104,NAVAJO COMMUNITY COLLEGE,TSAILE,AZ
0086,NORTHERN ARIZONA UNIVERSITY,FLAGSTAFF,AZ
0107,NORTHLAND PIONEER COLLEGE,HOLBROOK,AZ
0087,PARADISE VALLEY COMMUNITY COLLEGE,PHOENIX,AZ
0094,PHOENIX COLLEGE,PHOENIX,AZ
0101,PIMA COMMUNITY COLLEGE,TUCSON,AZ
0135,PRESCOTT COLLEGE,PRESCOTT,AZ
0103,RIO SALADO COMMUNITY COLLEGE,PHOENIX,AZ
0105,SCOTTSDALE COMMUNITY COLLEGE,SCOTTSDALE,AZ
0552,SOUTH MOUNTAIN COMMUNITY COLLEGE,PHOENIX,AZ
0106,SOUTHWESTERN COLLEGE,PHOENIX,AZ
0096,UNIVERSITY OF ARIZONA,TUCSON,AZ
0067,UNIVERSITY OF PHOENIX,PHOENIX,AZ
0097,WESTERN INTERNATIONAL UNIVERSITY,PHOENIX,AZ
0098,YAVAPAI COLLEGE,PRESCOTT,AZ
0155,ACADEMY OF ART COLLEGE,SAN FRANCISCO,CA
0156,ALLAN HANCOCK COLLEGE,SANTA MARIA,CA
0159,AMBASSADOR COLLEGE,PASADENA,CA
0167,AMERICAN ACADEMY OF DRAMATIC ARTS,PASADENA,CA
0163,AMERICAN COLLEGE FOR THE APP ARTS,LOS ANGELES,CA
0158,AMERICAN RIVER COLLEGE,SACRAMENTO,CA
0351,ANAHEIM CHRISTIAN COLLEGE,ANAHEIM,CA
0160,ANTELOPE VALLEY COLLEGE,LANCASTER,CA
0162,ARMSTRONG UNIVERSITY,BERKELEY,CA
0164,ART CENTER COLLEGE OF DESIGN,PASADENA,CA
0166,AZUSA PACIFIC UNIVERSITY,AZUSA,CA
0168,BAKERSFIELD COLLEGE,BAKERSFIELD,CA
0169,BARSTOW COLLEGE,BARSTOW,CA
0171,BETHANY BIBLE COLLEGE,SANTA CRUZ,CA
0172,BIOLA UNIVERSITY,LA MIRADA,CA
0170,BROOKS COLLEGE,LONG BEACH,CA
0179,BROOKS INSTITUTE OF PHOTOGRAPHY,SANTA BARBARA,CA
0165,BUTTE COLLEGE,OROVILLE,CA
0173,CABRILLO COLLEGE,APTOS,CA
0175,CALIFORNIA BAPTIST COLLEGE,RIVERSIDE,CA
0215,CALIFORNIA BIBLE COLLEGE,BURLINGAME,CA
0189,CALIFORNIA CHRISTIAN COLLEGE,FRESNO,CA
0176,CALIFORNIA COLLEGE OF ARTS AND CRAFTS,OAKLAND,CA
0177,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,SAN FRANCISCO,CA
0185,CALIFORNIA CULINARY ACADEMY,SAN FRANCISCO,CA
0182,CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA
0181,CALIFORNIA INSTITUTE OF THE ARTS,VALENCIA,CA
0183,CALIFORNIA LUTHERAN COLLEGE,THOUSAND OAKS,CA
0184,CALIFORNIA MARITIME ACADEMY,VALLEJO,CA
0188,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,SAN LUIS OBISPO,CA
0202,CALIFORNIA STATE POLYTECH UNIVERSITY,POMONA,CA
0201,CALIFORNIA STATE UNIV-BAKERSFIELD,BAKERSFIELD,CA
0212,CALIFORNIA STATE UNIV-CHICO,CHICO,CA
0203,CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,CARSON,CA
0266,CALIFORNIA STATE UNIV-FRESNO,FRESNO,CA
0355,CALIFORNIA STATE UNIV-FULLERTON,FULLERTON,CA
0154,CALIFORNIA STATE UNIV-HAYWARD,HAYWARD,CA
0302,CALIFORNIA STATE UNIV-LONG BEACH,LONG BEACH,CA
0320,CALIFORNIA STATE UNIV-LOS ANGELES,LOS ANGELES,CA
0400,CALIFORNIA STATE UNIV-NORTHRIDGE,NORTHRIDGE,CA
0382,CALIFORNIA STATE UNIV-SACRAMENTO,SACRAMENTO,CA
0205,CALIFORNIA STATE UNIV-SAN BERNARDINO,SAN BERNARDINO,CA
0385,CALIFORNIA STATE UNIV-SAN MARCOS,SAN MARCOS,CA
0435,CALIFORNIA STATE UNIV-STANISLAUS,TURLOCK,CA
0439,CALIFORNIA WESTERN SCHOOL OF LAW,SAN DIEGO,CA
0213,CANADA COLLEGE,REDWOOD CITY,CA
0206,CERRITOS COLLEGE,NORWALK,CA
0192,CERRO COSO COMMUNITY COLLEGE,RIDGECREST,CA
0207,CHABOT COLLEGE,HAYWARD,CA
0208,CHAFFEY COLLEGE,ALTA LOMA,CA
0210,CHAPMAN UNIVERSITY,ORANGE,CA
0222,CHARLES R DREW POSTGRAD MEDICAL SCHOOL,LOS ANGELES,CA
0211,CHRISTIAN HERITAGE COLLEGE,EL CAJON,CA
0218,CITRUS COLLEGE,AZUSA,CA
0220,CITY COLLEGE OF SAN FRANCISCO,SAN FRANCISCO,CA
0224,CLAREMONT MCKENNA COLLEGE,CLAREMONT,CA
0193,COASTLINE COMMUNITY COLLEGE,FOUNTAIN VALLEY,CA
0228,COGSWELL COLLEGE,CUPERTINO,CA
0231,COLEMAN COLLEGE,LA MESA,CA
0238,COLLEGE OF ALAMEDA,ALAMEDA,CA
0232,COLLEGE OF MARIN,KENTFIELD,CA
0236,COLLEGE OF NOTRE DAME,BELMONT,CA
0244,COLLEGE OF SAN MATEO,SAN MATEO,CA
0419,COLLEGE OF THE CANYONS,VALENCIA,CA
0229,COLLEGE OF THE DESERT,PALM DESERT,CA
0245,COLLEGE OF THE REDWOODS,EUREKA,CA
0246,COLLEGE OF THE SEQUOIAS,VISALIA,CA
0247,COLLEGE OF THE SISKIYOUS,WEED,CA
0249,COLUMBIA COLLEGE,COLUMBIA,CA
0248,COMPTON COMMUNITY COLLEGE,COMPTON,CA
0227,CONCORDIA UNIVERSITY,IRVINE,CA
0250,CONTRA COSTA COLLEGE,SAN PABLO,CA
0242,COSUMNES RIVER COLLEGE,SACRAMENTO,CA
0275,CRAFTON HILLS COLLEGE,YUCAIPA,CA
0415,CUESTA COLLEGE,SAN LUIS OBISPO,CA
0217,CUYAMACA COLLEGE,EL CAJON,CA
0251,CYPRESS COLLEGE,CYPRESS,CA
0253,DE ANZA COLLEGE,CUPERTINO,CA
0259,DEFENSE LANGUAGE INSTITUTE,MONTEREY,CA
0261,DEVRY INSTITUTE OF TECHNOLOGY,POMONA,CA
0254,DIABLO VALLEY COLLEGE,PLEASANT HILL,CA
0256,DOMINICAN COLLEGE OF SAN RAFAEL,SAN RAFAEL,CA
0381,DOMINICAN SCH PHILOSOPHY & THEOLOGY,BERKELEY,CA
0257,DON BOSCO TECHNICAL INSTITUTE,ROSEMEAD,CA
0255,D-Q UNIVERSITY,DAVIS,CA
0258,EAST LOS ANGELES COLLEGE,MONTEREY PARK,CA
0260,EL CAMINO COLLEGE,TORRANCE,CA
0234,EVERGREEN VALLEY COLLEGE,SAN JOSE,CA
0235,FASHION INST OF DESIGN & MERCHANDISING,LOS ANGELES,CA
0267,FEATHER RIVER COLLEGE,QUINCY,CA
0263,FOOTHILL COLLEGE,LOS ALTOS HILLS,CA
0264,FRESNO CITY COLLEGE,FRESNO,CA
0357,FRESNO PACIFIC COLLEGE,FRESNO,CA
0271,FULLER THEOLOGICAL SEMINARY,PASADENA,CA
0270,FULLERTON COLLEGE,FULLERTON,CA
0390,GAVILAN COLLEGE,GILROY,CA
0274,GLENDALE COMMUNITY COLLEGE,GLENDALE,CA
0278,GOLDEN GATE UNIVERSITY,SAN FRANCISCO,CA
0277,GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA
0279,GROSSMONT COLLEGE,EL CAJON,CA
0280,HARTNELL COLLEGE,SALINAS,CA
0282,HARVEY MUDD COLLEGE,CLAREMONT,CA
0285,HEALD BUSINESS COLLEGE,SAN FRANCISCO,CA
0283,HEALD INSTITUTE OF TECHNOLOGY,SAN FRANCISCO,CA
0284,HEBREW UNION COLLEGE,LOS ANGELES,CA
0230,HOLY NAMES COLLEGE,OAKLAND,CA
0286,HUMBOLDT STATE UNIVERSITY,ARCATA,CA
0288,HUMPHREYS COLLEGE,STOCKTON,CA
0292,IMPERIAL VALLEY COLLEGE,IMPERIAL,CA
0289,INDIAN VALLEY COLLEGES,NOVATO,CA
0290,IRVINE VALLEY COLLEGE,IRVINE,CA
0291,JOHN F KENNEDY UNIVERSITY,ORINDA,CA
0376,KINGS RIVER COMMUNITY COLLEGE,REEDLEY,CA
0294,LA SIERRA UNIVERSITY,RIVERSIDE,CA
0308,LAKE TAHOE COMMUNITY COLLEGE,SOUTH LAKE TAHOE,CA
0301,LOMA LINDA UNIVERSITY,LOMA LINDA,CA
0300,LONG BEACH CITY COLLEGE,LONG BEACH,CA
0303,LOS ANGELES BAPTIST COLLEGE,NEWHALL,CA
0304,LOS ANGELES CITY COLLEGE,LOS ANGELES,CA
0312,LOS ANGELES HARBOR COLLEGE,WILMINGTON,CA
0313,LOS ANGELES METROPOLITAN COLLEGE,LOS ANGELES,CA
0314,LOS ANGELES MISSION COLLEGE,SAN FERNANDO,CA
0318,LOS ANGELES PIERCE COLLEGE,WOODLAND HILLS,CA
0319,LOS ANGELES SOUTHWEST COLLEGE,LOS ANGELES,CA
0322,LOS ANGELES TRADE-TECH COLLEGE,LOS ANGELES,CA
0324,LOS ANGELES VALLEY COLLEGE,VAN NUYS,CA
0325,LOS MEDANOS COLLEGE,PITTSBURG,CA
0326,LOYOLA MARYMOUNT UNIVERSITY,LOS ANGELES,CA
0316,MARYMOUNT PALOS VERDES COLLEGE,RANCHO PALOS VERDES,CA
0273,MENDOCINO COLLEGE,UKIAH,CA
0330,MENLO COLLEGE,ATHERTON,CA
0333,MERCED COLLEGE,MERCED,CA
0348,MERRITT COLLEGE,OAKLAND,CA
0332,MILLS COLLEGE,OAKLAND,CA
0352,MIRACOSTA COLLEGE,OCEANSIDE,CA
0323,MISSION COLLEGE,SANTA CLARA,CA
0334,MODESTO JUNIOR COLLEGE,MODESTO,CA
0339,MONTEREY INST OF INTERNATIONAL STUDIES,MONTEREY,CA
0336,MONTEREY PENINSULA COLLEGE,MONTEREY,CA
0335,MOORPARK COLLEGE,MOORPARK,CA
0340,MOUNT SAN ANTONIO COLLEGE,WALNUT,CA
0341,MOUNT SAN JACINTO COLLEGE,SAN JACINTO,CA
0338,MOUNT ST MARY'S COLLEGE,LOS ANGELES,CA
0342,NAPA VALLEY COLLEGE,NAPA,CA
0344,NATIONAL UNIVERSITY,SAN DIEGO,CA
0345,NAVAL POSTGRADUATE SCHOOL,MONTEREY,CA
0353,NEW COLLEGE OF CALIFORNIA,SAN FRANCISCO,CA
0346,NORTHROP UNIVERSITY,INGLEWOOD,CA
0350,OCCIDENTAL COLLEGE,LOS ANGELES,CA
0265,OHLONE COLLEGE,FREMONT,CA
0354,ORANGE COAST COLLEGE,COSTA MESA,CA
0359,OTIS ART INSTITUTE OF PARSONS SCH DESGN,LOS ANGELES,CA
0358,OXNARD COLLEGE,OXNARD,CA
0356,PACIFIC CHRISTIAN COLLEGE,FULLERTON,CA
0360,PACIFIC OAKS COLLEGE & CHILDREN'S SCHOOL,PASADENA,CA
0361,PACIFIC STATES UNIVERSITY,LOS ANGELES,CA
0362,PACIFIC UNION COLLEGE,ANGWIN,CA
0364,PALO VERDE COLLEGE,BLYTHE,CA
0366,PALOMAR COLLEGE,SAN MARCOS,CA
0368,PASADENA CITY COLLEGE,PASADENA,CA
0373,PEPPERDINE UNIVERSITY AT MALIBU,MALIBU,CA
0375,PERALTA COLLEGE,OAKLAND,CA
0363,PITZER COLLEGE,CLAREMONT,CA
0370,POINT LOMA NAZARENE COLLEGE,SAN DIEGO,CA
0372,POMONA COLLEGE,CLAREMONT,CA
0374,PORTERVILLE COLLEGE,PORTERVILLE,CA
0416,RANCHO SANTIAGO COLLEGE,SANTA ANA,CA
0379,RIO HONDO COLLEGE,WHITTIER,CA
0378,RIVERSIDE COMMUNITY COLLEGE,RIVERSIDE,CA
0380,SACRAMENTO CITY COLLEGE,SACRAMENTO,CA
0383,SADDLEBACK COLLEGE,MISSION VIEJO,CA
0412,SAMUEL MERRITT COLLEGE OF NURSING,OAKLAND,CA
0392,SAN BERNARDINO VALLEY COLLEGE,SAN BERNARDINO,CA
0396,SAN DIEGO CITY COLLEGE,SAN DIEGO,CA
0337,SAN DIEGO MESA COLLEGE,SAN DIEGO,CA
0331,SAN DIEGO MIRAMAR COLLEGE,SAN DIEGO,CA
0398,SAN DIEGO STATE UNIVERSITY,SAN DIEGO,CA
0186,SAN FRANCISCO ART INSTITUTE,SAN FRANCISCO,CA
0405,SAN FRANCISCO COLLEGE-MORTUARY SCIENCE,SAN FRANCISCO,CA
0403,SAN FRANCISCO CONSERVATORY OF MUSIC,SAN FRANCISCO,CA
0404,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO,CA
0433,SAN JOAQUIN COLLEGE OF LAW,FRESNO,CA
0436,SAN JOAQUIN DELTA COLLEGE,STOCKTON,CA
0417,SAN JOSE BIBLE COLLEGE,SAN JOSE,CA
0408,SAN JOSE CITY COLLEGE,SAN JOSE,CA
0410,SAN JOSE STATE UNIVERSITY,SAN JOSE,CA
0418,SANTA BARBARA CITY COLLEGE,SANTA BARBARA,CA
0421,SANTA CLARA UNIVERSITY,SANTA CLARA,CA
0420,SANTA MONICA COLLEGE,SANTA MONICA,CA
0422,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA,CA
0426,SCRIPPS COLLEGE,CLAREMONT,CA
0428,SHASTA COLLEGE,REDDING,CA
0429,SIERRA COLLEGE,ROCKLIN,CA
0430,SIMPSON COLLEGE,SAN FRANCISCO,CA
0440,SKYLINE COLLEGE,SAN BRUNO,CA
0474,SOLANO COMMUNITY COLLEGE,SUISUN CITY,CA
0431,SONOMA STATE UNIVERSITY,ROHNERT PARK,CA
0432,SOUTHERN CALIFORNIA COLLEGE,COSTA MESA,CA
0437,SOUTHWESTERN COLLEGE,CHULA VISTA,CA
0384,ST JOHN'S COLLEGE,CAMARILLO,CA
0388,ST JOSEPH'S COLLEGE,MOUNTAIN VIEW,CA
0386,ST MARY'S COLLEGE OF CALIFORNIA,MORAGA,CA
0434,STANFORD UNIVERSITY,STANFORD,CA
0438,TAFT COLLEGE,TAFT,CA
0424,THE MASTERS COLLEGE,NEWHALL,CA
0425,THOMAS AQUINAS COLLEGE,SANTA PAULA,CA
0443,U S INTERNATIONAL UNIVERSITY,SAN DIEGO,CA
0452,UNIV OF CALIFORNIA-SANTA BARBARA,SANTA BARBARA,CA
0444,UNIVERSITY OF CALIFORNIA-BERKELEY,BERKELEY,CA
0454,UNIVERSITY OF CALIFORNIA-DAVIS,DAVIS,CA
0446,UNIVERSITY OF CALIFORNIA-IRVINE,IRVINE,CA
0448,UNIVERSITY OF CALIFORNIA-LOS ANGELES,LOS ANGELES,CA
0456,UNIVERSITY OF CALIFORNIA-RIVERSIDE,RIVERSIDE,CA
0459,UNIVERSITY OF CALIFORNIA-SAN DIEGO,LA JOLLA,CA
0460,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,SANTA CRUZ,CA
0442,UNIVERSITY OF CENTRAL CALIFORNIA,SACRAMENTO,CA
0462,UNIVERSITY OF JUDAISM/LEE COLLEGE,LOS ANGELES,CA
0295,UNIVERSITY OF LA VERNE,LA VERNE,CA
0464,UNIVERSITY OF REDLANDS,REDLANDS,CA
0394,UNIVERSITY OF SAN DIEGO,SAN DIEGO,CA
0466,UNIVERSITY OF SAN FRANCISCO,SAN FRANCISCO,CA
0468,UNIVERSITY OF SANTA CLARA,SANTA CLARA,CA
0470,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA
0240,UNIVERSITY OF THE PACIFIC,STOCKTON,CA
0449,UNIVERSITY OF WEST L A SCHOOL OF LAW,CULVER CITY,CA
0476,VENTURA COLLEGE,VENTURA,CA
0475,VICTOR VALLEY COLLEGE,VICTORVILLE,CA
0174,VISTA COLLEGE,BERKELEY,CA
0472,WEST COAST CHRISTIAN COLLEGE,FRESNO,CA
0484,WEST COAST UNIVERSITY,LOS ANGELES,CA
0226,WEST HILLS COLLEGE,COALINGA,CA
